;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
2395;noircir;;;;;nwarsir;nwarsi;;;;;;;;;;;nwarsisE;nwarsisE;nwarsir;;;;;;;;nwarsi;;;;;;;;;nwarsi;nwarsise;nwarsi;;;;;;nwarsi;;;;;;
2396;nommer;;;;;nOmEr;nOma;;;;;;nOm6ra;;;;;;nOmE;nOme;;;;;;nOmô;nOme;nOm;nOmâ;;;;nOm6rE;;;nOmô;nOm;nOme;;nOm;nOm;nOme;nOme;;nOme;;;;nOm;;nOm
2397;normaliser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nOrmaliz;;;;;;;;;;
2398;noter;;nOtE;;;;nOta;;nOt6rE;;;;nOt6ra;;;nOtje;;;nOtE;nOte;;;;;;nOtô;nOte;;nOtâ;;;;;;nOt6rE;;nOt;nOte;;;nOt;;;nOte;nOte;;;;;;
2399;notifier;;;;;;;;;;;;;;;;;;nOtifjE;nOtifje;;;;;;;;;;;;;;;;;;;;;;;;;nOtifje;;;;;;
2400;nouer;;;;;nuEr;nua;;;;;;;;;;;nuE;nuE;nue;;;;;;;;;nuâ;;;;;;;;nu;;;nu;;nue;nue;nue;nue;;;;;;
2401;nourrir;;;;;;nuri;;nurirE;;;;;;nurisE;;nurisE;nurisE;nurisE;nurir;;;;nuris;;;;nuri;nurisâ;;;;;;nurirE;;nuri;nurise;nuri;nuris;nuri;nuri;nuri;nuri;nuri;;;;;;nuris
2402;noyer;;;;;;nwaja;;;;;;;;;;nwajE;nwajE;nwajE;nwaje;;;;;;nwajô;;nwa;nwajâ;;;;;;;;nwa;;nwa;nwa;nwa;;nwaje;nwaje;nwaje;;nwa;;;;nwa
2403;nuancer;;;;;;nyâsa;;;;;;;;;;;;;nyâse;;;;;;;;;;;;;;;;;nyâs;;;;nyâs;;;;;;;;;;
2404;nuire;;;;;;;;;;;;;;;;;;;nHir;;;;;;;;;;;;;;;;;;;nHi;;nHi;;;;;;nHiz;;;;
2405;numériser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nymEriz;;;;;;;;;;
2406;numéroter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nymErOte;;nymErOte;;;;;;;
2407;nécessiter;;;;;;;;;;;;;;;;;;nEsEsitE;;;;;;;;;nEsEsit;;;;;;;;;;;;nEsEsit;nEsEsit;;;;;;;;;;
2408;négliger;;;;;;nEgliZa;;;;;;;;;;nEgliZE;;nEgliZE;nEgliZe;;;;;;;nEgliZe;nEgliZ;nEgliZâ;;;;;;nEgliZ6rE;;nEgliZ;;;nEgliZ;nEgliZ;nEgliZe;;nEgliZe;nEgliZe;;;;;;
2409;négocier;;;;;;;;;;;nEgOsirô;;;;;;;;nEgOsje;;;;;;nEgOsjô;;nEgOsi;;;;;;;;;nEgOsi;nEgOsje;;nEgOsi;nEgOsi;;;;nEgOsje;;;;;;
2410;objecter;;ObZEktE;;;;ObZEkta;;;;;;;;;;;;;;;;;;;;ObZEkte;ObZEkt;;;;;;;;;ObZEkt;;;;ObZEkt;;;;;;;;;;
2411;obliger;;ObliZE;;;;ObliZa;;ObliZ6rE;;;;;;ObliZE;;;ObliZE;ObliZE;ObliZe;;;;;;;ObliZe;ObliZ;ObliZâ;;ObliZ6rE;;;;ObliZ6rE;;ObliZ;ObliZe;ObliZ;ObliZ;ObliZ;ObliZe;ObliZe;ObliZe;ObliZe;;;;;;ObliZ
2412;obliquer;;;;;;Oblika;;;;;;;;;;;;OblikE;;;;;;;;;;;;;;;;;;;;;Oblik;;;;;;;;;;;Oblik
2413;oblitérer;;;;;;;;;;;;;;;;;;OblitErE;;;;;;;;;;;;;;;;;;;;;;;;;OblitEre;OblitEre;;;;;;
2414;obnubiler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Obnybile;;;;;;
2415;obscurcir;;;;;;Obskyrsi;;;;;;;;;;;ObskyrsisE;ObskyrsisE;Obskyrsir;;;;;;;;;;;;;;;;;;;;Obskyrsis;;;;;Obskyrsi;;;;;;
2416;observer;;ObsErvE;;;ObsErvEr;ObsErva;;ObsErv6rE;;;;;;ObsErvE;;ObsErvE;ObsErvE;ObsErvE;ObsErve;;;;;;;ObsErve;ObsErv;ObsErvâ;;;;;;ObsErv6rE;ObsErvô;ObsErv;ObsErve;;ObsErv;ObsErv;;ObsErve;ObsErve;ObsErve;;ObsErv;;ObsErv;;ObsErv
2417;obstiner;;;;;;Obstina;;;;;;;Obstinjô;ObstinE;;ObstinE;ObstinE;ObstinE;Obstine;;;;;;;Obstine;Obstin;;;;;;;;;Obstin;Obstine;Obstin;;Obstin;;;;Obstine;;;;Obstin;;
2418;obstruer;;;;;;;;;;;;;;;;;;ObstryE;;;;;;;;;;;;;;;;;;;;;;;Obstrye;Obstrye;;;;;;;;
2419;obséder;;;;;;ObsEda;;;;;;;;;;;ObsEdE;ObsEdE;ObsEde;;;;;;;;ObsEd;ObsEdâ;;;;;;;;ObsEd;;ObsEd;;ObsEd;ObsEde;ObsEde;ObsEde;ObsEde;;;;;;
2420;obtempérer;;;;;;;;;;;;;;;;;;ObtâpErE;ObtâpEre;;;;;;;;;;;;;;;;;;ObtâpEre;;;;;;;;;;;;;
2421;obtenir;;Obtê;;Obtê;Obtêr;Obtê;;ObtjêdrE;Obtjêdre;Obtjêdra;Obtjêdrô;Obtjêdra;;;;Obt6nE;Obt6nE;Obt6nE;Obt6nir;;;;;;Obt6nô;Obt6ne;Obtjê;Obt6nâ;;;;;;;;Obtjê;Obt6ne;Obtjê;ObtjEn;Obtjê;Obt6ny;Obt6ny;Obt6ny;Obt6ny;;ObtjEn;;;;ObtjEn
2422;obturer;;;;;;;;;;;;;;;;;;ObtyrE;Obtyre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2423;obéir;;;;;;ObEi;;;;;ObEirô;;;;;ObEisE;ObEisE;ObEisE;ObEir;;;;;;;ObEise;ObEi;ObEisâ;;;;;;;ObEisô;ObEi;ObEise;ObEi;;ObEi;;;;;;ObEis;;;;
2424;occasionner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OkazjOn;;OkazjOne;;;;;;;;
2425;occire;;;;;;;;;;;;;;;;;;;Oksir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2426;occlure;;;;;;Okly;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2427;occulter;;;;;;;;;;;;;;;;;;;;;;;;;;Okylte;;Okyltâ;;;;;;;;;;;Okylt;;;;;Okylte;;;;;;
2428;occuper;;;;;OkypEr;Okypa;;Okyp6rE;Okyp6re;Okyp6ra;Okyp6rô;Okyp6ra;Okypjô;OkypE;;OkypE;OkypE;OkypE;Okype;;;;;;Okypô;Okype;Okyp;Okypâ;;Okyp6rE;;Okyp6rE;Okyp6rE;Okyp6rE;Okypô;Okyp;Okype;Okyp;Okyp;Okyp;Okype;Okype;Okype;Okype;;Okyp;;Okyp;;Okyp
2429;octroyer;;;;;;;;;;;;;;;;;OktrwajE;;;;;;;;;;;;;;;;;;;Oktrwa;;;Oktrwa;Oktrwa;;;;Oktrwaje;;;;;;
2430;oeuvrer;;;;;;;;;;;;;;;;;;;6vre;;;;;;;6vre;;6vrâ;;;;;;;;9vr;;;9vr;;;;;;;;;;;
2431;offenser;;;;;;;;;;;;;;;;;;OfâsE;Ofâse;;;;;;;;;;;;;;Ofâs6rE;;;;;;;Ofâs;;Ofâse;Ofâse;Ofâse;;;;;;
2432;officier;;;;;;;;;;;;;;;;;OfisjE;;Ofisje;;;;;;;;;;;;;;;;;Ofisi;;;;Ofisi;;;;;;;;;;
2433;offrir;;Ofri;;;;Ofri;;OfrirE;Ofrire;Ofrira;;Ofrira;Ofriô;OfrE;;;OfrE;OfrE;Ofrir;;;;;Ofri;Ofrô;Ofre;Ofr;Ofrâ;;OfrirE;;OfrirE;;OfrirE;Ofrô;Ofr;Ofre;Ofr;Ofr;Ofr;OfErt;OfErt;OfEr;OfEr;;Ofr;;Ofr;;Ofr
2434;offusquer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ofysk;;;;;;;Ofyske;;;;;;;
2435;ombrager;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ôbraZe;;;;;;;
2436;ombrer;;;;;;;;;;;;;;;;;;;ôbre;;;;;;;;ôbr;;;;;;;;;;;;;;;;;ôbre;;;;;;
2437;omettre;;;;;;Omi;;;;;;;;;;;;;OmEtr;;;;;;;OmEte;;;;;;;;;;;;;;;;;;;;;;;;
2438;ondoyer;;;;;;;;;;;;;;;;;;;;;;;;;;;;ôdwajâ;;;;;;;;;;;;;;;;;;;;;;
2439;onduler;;;;;;;;;;;;;;;;;;ôdylE;ôdyle;;;;;;;;ôdyl;ôdylâ;;;;;;;ôdylô;ôdyl;;;;ôdyl;;;;;;;;;;
2440;opacifier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Opasifi;;;;;;;;;;;;;;
2441;opiner;;;;;;Opina;;;;;;;;;;;;;;;;;;;;;Opin;;;;;;;;;Opin;;;;Opin;;;;;;;;;;
2442;opposer;;OpOzE;;;OpOzEr;OpOza;;OpOz6rE;;;;OpOz6ra;;;;OpOzE;;OpOzE;OpOze;;;;;;;;Opoz;OpOzâ;;;;;OpOz6rE;OpOz6rE;;Opoz;;;Opoz;Opoz;;OpOze;OpOze;OpOze;;;;;;Opoz
2443;oppresser;;;;;;;;;;;;;;;;;;OprEsE;OprEse;;;;;;;;;OprEsâ;;;;;;;;OprEs;;;;OprEs;;OprEse;;;;;;;;
2444;opprimer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oprim;;;Oprim;Oprim;Oprime;;Oprime;;;;;;;
2445;opter;;OptE;;;;;;;;;;;;;;;;;Opte;;;;;;;;;;;;;;;;;;;;;Opt;;;;;;;;;;
2446;opérer;;;;;;OpEra;OpEr6rô;;;;;OpEr6ra;;;;;;OpErE;OpEre;;;;;;OpErô;OpEre;OpEr;OpErâ;;;;;;OpEr6rE;;OpEr;;;OpEr;OpEr;;OpEre;OpEre;OpEre;;;;;;OpEr
2447;oranger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OrâZe;;;;;;;;;
2448;orchestrer;;;;;;OrkEstra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OrkEstre;;;;;;
2449;ordonnancer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;OrdOnâse;;;;;;;;
2450;ordonner;;OrdOnE;;;;OrdOna;;OrdOn6rE;;;;;;;;;;;OrdOne;;;;;;;OrdOne;OrdOn;OrdOnâ;;;;;;;OrdOnô;OrdOn;OrdOne;;OrdOn;OrdOn;;;OrdOne;OrdOne;;;;;;
2451;organiser;;;;;OrganizEr;;Organiz6rô;Organiz6rE;;;;Organiz6ra;;;;OrganizE;OrganizE;OrganizE;Organize;;;;;;Organizô;Organize;Organiz;;;;;;;Organiz6rE;Organizô;Organiz;;;Organiz;Organiz;Organize;Organize;Organize;Organize;;Organiz;;;;Organiz
2452;orienter;;;;;;;;;;;;;;;;;;;Orjâte;;;;;;;;Orjât;;;;;;;;;Orjât;;;;Orjât;Orjâte;Orjâte;;Orjâte;;;;;;
2453;ornementer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Orn6mâte;;Orn6mâte;;;;;;
2454;orner;;;;;;;;;;;;;;;;;OrnE;OrnE;Orne;;;;;;;;Orn;Ornâ;;;;;;;;;;;;Orn;Orne;Orne;Orne;Orne;;;;;;
2455;osciller;;;;;;;;;;;;;;;;;OsilE;OsilE;Osile;;;;;;;;Osil;Osilâ;;;;;;;;Osil;;;Osil;Osil;;;;;;;;;;
2456;oser;;OzE;;;OzEr;Oza;;Oz6rE;Oz6re;;;Oz6ra;;OzE;Ozje;OzE;OzE;OzE;Oze;;;;;Oza;Ozô;Oze;oz;Ozâ;;Oz6rE;;Oz6rE;;Oz6rE;Ozô;oz;Oze;oz;oz;oz;;;;Oze;;;;;;oz
2457;ouatiner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;watine;;watine;;;;;;
2458;oublier;;ubliE;;;;ublia;ublirô;ublirE;ublire;ublira;ublirô;ublira;ublijô;ubliE;;ubliE;ubliE;ubliE;ublie;;;;;;ubliô;ublie;ubli;ubliâ;;ublirE;;ublirE;ublirE;ublirE;ubliô;ubli;ublie;ubli;ubli;ubli;ublie;ublie;ublie;ublie;;ubli;;ubli;;ubli
2459;ouiller;;;;;;;;;;;;;;;;;;;;;;;;;;;uj;;;;;;;;;;;;;uj;;;;;;;;;;
2460;ourdir;;;;;;urdi;;;;;;urdira;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;urdi;;;;;;;;
2461;ourler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;url;urle;urle;;;;;;;;
2462;outrager;;;;;;;;;;;;;;;;;;;;;;;;;;utraZe;;;;;;;;;;;;;;;utraZe;utraZe;utraZe;utraZe;;;;;;
2463;outrepasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;utr6pas;;;;;;;;;;;;
2464;outrer;;;;;;;;;;;;;;;;;;;utre;;;;;;;;;;;;;;;;;;;;;utr;;utre;;;;;;;;utr
2465;ouvrager;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;uvraZ;;;;uvraZe;;;;;;
2466;ouvrir;;uvri;;uvri;uvrir;uvri;;uvrirE;uvrire;uvrira;uvrirô;uvrira;uvriô;uvrE;;uvrE;uvrE;uvrE;uvrir;;;;;;uvrô;uvre;uvr;uvrâ;;uvrirE;;;uvrirE;uvrirE;uvrô;uvr;uvre;uvr;uvr;uvr;uvErt;uvErt;uvEr;uvEr;;;;uvr;uvr;uvr
2467;ouïr;;wi;;;;wi;;;;;;;;;;;;;wir;;;;;;Ojô;Oje;wa;;;;;;;;;wa;Oje;;;;;;;wi;;;;;;
2468;pacifier;;;;;;;;;;;;;;;;;;;pasifje;;;;;;;;;;;;;;;;;;;;;;;;;pasifje;;;;;;
2469;pagayer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pagE;;;;pagE;;;;;;;;;;
2470;pailleter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;paj6te;;;;;;
2471;palabrer;;;;;;palabra;;;;;;;;;;;;;palabre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2472;pallier;;;;;;;;;;;;;;;;;;;palje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2473;palmer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;palme;;;;;;;
2474;palper;;;;;;palpa;;;;;;;;;;;palpE;palpE;palpe;;;;;;;;palp;palpâ;;;;;;;;palp;palpe;;;palp;;;;;;;;;;
2475;palpiter;;;;;;;;;;;;;;;;;palpitE;palpitE;palpite;;;;;;;;palpit;;;;;;;;;palpit;;;palpit;palpit;;;;;;;;;;
2476;panacher;;;;;;;;;;;;;;;;;;;panaSe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2477;paniquer;;;;;;panika;;;;;;;;;;;;panikE;panike;;;;;;panikô;panike;panik;;;;;;;;;panik;panike;;;panik;;panike;;panike;;;;;;
2478;panner;;;;;;;;;;;;;;;;;;;pane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2479;panser;;;;;;;;;;;;;;;;;;;pâse;;;;;;;;;;;;;;;;;;pâse;;;pâs;;pâse;;;;;;;;
2480;panteler;;;;;;;;;;;;;;;;;;;pât6le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2481;papoter;;;;;;;;;;;;;;;;;;;papOte;;;;;;;;;;;;;;;;;papOt;;;;;;;;;;;;;;papOt
2482;papouiller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;papuje;;;;;;
2483;parachever;;;;;;;;;;;;;;;;;;;paraS6ve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2484;parachuter;;;;;;;;;;;;;;;;;;;paraSyte;;;;;;;;;;;;;;;;;;;;;paraSyt;;;paraSyte;;;;;;;
2485;parader;;;;;;;;;;;;;;;;;;;parade;;;;;;;;;;;;;;;;;parad;;;;;;;;;;;;;;
2486;paralyser;;;;;;;;;;;;;;;;;paralizE;paralizE;;;;;;;;;paraliz;;;;;;;;;paraliz;;;;paraliz;;paralize;;paralize;;;;;;
2487;parapher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;parafe;parafe;;;;;;
2488;parasiter;;;;;;;;;;;;;;;;;;;parazite;;;;;;;;;;;;;;;;;parazit;;;;;;;;;;;;;;
2489;paraître;;pary;;;paryr;pary;;;;;parEtrô;parEtra;;parEsE;;parEsE;parEsE;parEsE;parEtr;;;;;pary;parEsô;parEse;parE;parEsâ;;;;;parEtrE;parEtrE;;;parEse;parE;parEs;parE;;;pary;pary;;parEs;;;;parEs
2490;parcourir;;parkury;;;parkuryr;parkury;;;;;;;;parkurE;;;parkurE;parkurE;parkurir;;;;;;parkurô;parkure;;parkurâ;;;;;;;;parkur;;parkur;parkur;parkur;parkury;parkury;parkury;parkury;;;;;;
2491;pardonner;;;;;;;;pardOn6rE;pardOn6re;;pardOn6rô;pardOn6ra;;;;;pardOnE;pardOnE;pardOne;;;;;;pardOnô;pardOne;pardOn;;;pardOn6rE;;pardOn6rE;;;pardOnô;pardOn;pardOne;pardOn;pardOn;pardOn;;pardOne;pardOne;pardOne;;pardOn;;pardOn;;
2492;parer;;;;;;para;;par6rE;;;;;;parE;;parE;;parE;pare;;;;;;;pare;par;parâ;;;;;;;;;pare;;;par;pare;pare;pare;pare;;;;;;
2493;parfaire;;;;;;;;;;;;;;;;;;;parfEr;;;;;;;;;;;;;;;;;;;;;parfE;parfEt;parfEt;parfE;parfE;;;;;;
2494;parfumer;;;;;;;;;;;;;;;;;;parfymE;parfyme;;;;;;;parfyme;;;;;;;;;;parfym;;;;;;parfyme;;parfyme;;;;;;
2495;parier;;;;;;;;parirE;;;;;;;;parjE;;parjE;parje;;;;;;;parje;pari;;;parirE;;parirE;;;parjô;pari;parje;pari;;pari;;;;parje;;pari;;;;
2496;parjurer;;;;;;;;;;;;;;;;;;;parZyre;;;;;;;;;;;;;;;;;;;;;parZyr;;;;;;;;;;
2497;parlementer;;;;;;;;;;;;;;;;;;;parl6mâte;;;;;;;;;;;;;;;;;;;;;parl6mât;;;;;;;;;;
2498;parler;parlam;parlE;;;parlEr;parla;parl6rô;parl6rE;parl6re;parl6ra;parl6rô;parl6ra;parljô;parlE;parlje;parlE;parlE;parlE;parle;;;;parlas;parla;parlô;parle;parl;parlâ;;parl6rE;;parl6rE;parl6rE;parl6rE;parlô;parl;parle;parl;parl;parl;parle;;parle;parle;;parl;parlje;parl;parl;parl
2499;parquer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;park;;;parke;;;;;;;
2500;parrainer;;;;;;;;;;;;;;;;;;;parEne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2501;parsemer;;;;;;;;;;;;;;;;;pars6mE;;;;;;;;;;;pars6mâ;;;;;;;;;;;;;pars6me;pars6me;;;;;;;;
2502;partager;;;;;partaZEr;;;;partaZ6re;partaZ6ra;partaZ6rô;partaZ6ra;partaZjô;partaZE;;;partaZE;partaZE;partaZe;;;;;partaZa;partaZô;partaZe;partaZ;partaZâ;;partaZ6rE;;partaZ6rE;;partaZ6rE;partaZô;partaZ;partaZe;partaZ;partaZ;partaZ;;partaZe;partaZe;partaZe;;partaZ;;;;
2503;participer;;partisipE;;;partisipEr;partisipa;;;;;partisip6rô;;;partisipE;;partisipE;partisipE;partisipE;partisipe;;;;;;;partisipe;partisip;partisipâ;;;;;;;partisipô;partisip;partisipe;;partisip;partisip;;;;;;;;;;
2504;partir;partim;parti;;parti;partir;parti;partirô;partirE;partire;partira;partirô;partira;partjô;partE;partje;partE;partE;partE;partir;;;;;;partô;parte;par;partâ;partirjô;partirE;partirje;partirE;partirE;partirE;partô;par;parte;par;part;par;parti;parti;parti;parti;;part;partje;part;;part
2505;parvenir;parvêm;parvê;;;parvêr;parvê;parvjêdrô;parvjêdrE;;;parvjêdrô;parvjêdra;parv6njô;parv6nE;;;parv6nE;parv6nE;parv6nir;;;;;;;;parvjê;parv6nâ;;parvjêdrE;;;;parvjêdrE;parv6nô;parvjê;;parvjê;parvjEn;parvjê;parv6ny;parv6ny;parv6ny;parv6ny;;parvjEn;;;;parvjEn
2506;passer;pasam;pasE;;pasa;pasEr;pasa;pas6rô;pas6rE;pas6re;pas6ra;pas6rô;pas6ra;pasjô;pasE;pasje;pasE;pasE;pasE;pase;;;;;;pasô;pase;pas;pasâ;;pas6rE;;pas6rE;pas6rE;pas6rE;pasô;pas;pase;pas;pas;pas;pase;pase;pase;pase;pasjô;pas;pasje;pas;pas;pas
2507;passionner;;;;;pasjOnEr;;;;;;;;;;;;pasjOnE;pasjOnE;pasjOne;;;;;;;;pasjOn;;;;;;;;pasjOnô;pasjOn;;;;pasjOn;pasjOne;;;pasjOne;;;;;;
2508;pasticher;;;;;;;;;;;;;;;;;;pastiSE;pastiSe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2509;patauger;;;;;patOZEr;;;;;;;;;;;;patOZE;;patOZe;;;;;;patOZô;;;;;;;;;;patOZô;patoZ;;;;patoZ;;;;;;;;;;
2510;patienter;;;;;;;;;;;;;;;;;pasjâtE;;pasjâte;;;;;;;pasjâte;pasjât;;;;;;;;;pasjât;pasjâte;pasjât;;pasjât;;;;;;;;;;pasjât
2511;patiner;;;;;;;;;;;;;;;;;;patinE;patine;;;;;;;;;;;;;;;;;;;;;;;;patine;patine;;;;;;
2512;patronner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;patrOne;;;;;;
2513;patrouiller;;;;;;;;;;;;;;;;;patrujE;patrujE;;;;;;;;;patruj;;;;;;;;;;;patruj;;;;;;;;;;;;
2514;paumer;;;;;;;;;;;;;;;;;;;pOme;;;;;;;;pom;pOmâ;;;;;;;;pom;;;;;;pOme;pOme;pOme;;;;;;
2515;pavaner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pavan;;pavan;;;;;;;;;;;;
2516;paver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pav;;;;;;;;pave;;;;;;
2517;payer;;pEjE;;;;pEja;;pErE,pEj6rE;pEre;pEra;;pEra,pEj6ra;;pEjE;pEje;pEjE;pEjE;pEjE;pEje;;;;;;pEjô;pEje;pE,pEj;pEjâ;;pErE,pEj6rE;;pErE,pEj6rE;;pErE;pEjô;pE,pEj;pEje;pE,pEj;pE,pEj;pE,pEj;pEje;pEje;pEje;pEje;;pE,pEj;;pEj;;pE,pEj
2518;paître;;;;;;;;;;;;;;;;;pEsE;;pEtr;;;;;;;;;;;;;;;;;pE;;pE;;;;;;;;;;;;
2519;peigner;;;;;;;;;;;;;;;;;;;pEJe;;;;;;;;pEJ;;;;;;;;;pEJ;;;;pEJ;;;;pEJe;;;;;;
2520;peindre;;pEJi;;;;pEJi;;;;;;;;pEJE;;;;pEJE;pêdr;;;;;;;pEJe;pê;pEJâ;;pêdrE;;;;;;pê;pEJe;pê;pEJ;pê;pêt;pêt;pê;pê;;;;;;
2521;peiner;;;;;;pEna;;;;;;;;;;;;pEnE;pEne;;;;;;;;;;;;;;;;;pEn;;pEn;;pEn;;pEne;pEne;pEne;;;;;;
2522;peinturlurer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pêtyrlyre;;;;;;
2523;peler;;;;;;;;;;;;;;;;;;p6lE;p6le;;;;;;;;pEl;;;;;;;;;pEl;;;;;;p6le;p6le;;;;;;;
2524;peloter;;;;;;;;;;;;;;;;;;;p6lOte;;;;;;;;p6lOt;p6lOtâ;;;;;;;;p6lOt;;;;p6lOt;;;;p6lOte;;;;;;
2525;pelotonner;;;;;;p6lOtOna;;;;;;;;;;;;;p6lOtOne;;;;;;;;;;;;;;;;;;;;p6lOtOn;;;p6lOtOne;;p6lOtOne;;;;;;
2526;pencher;;pâSE;;;;pâSa;;;;;pâS6rô;;;pâSE;;pâSE;pâSE;pâSE;pâSe;;;;;;;pâSe;pâS;pâSâ;;;;;pâS6rE;;;pâS;;pâS;pâS;pâS;pâSe;pâSe;pâSe;pâSe;;;;;;
2527;pendouiller;;;;;;;;;;;;;;;;;;pâdujE;;;;;;;;;;pâdujâ;;;;;;;;pâduj;;;;;;;;;;;;;;
2528;pendre;;;;;;pâdi;;;;;pâdrô;pâdra;;;;;pâdE;pâdE;pâdr;;;;;;pâdô;pâde;;pâdâ;;;;;;;pâdô;;pâde;pâ;pâd;pâ;;pâdy;pâdy;pâdy;;pâd;;;;pâd
2529;penser;;pâsE;;;;pâsa;;pâs6rE;;pâs6ra;;pâs6ra;pâsjô;pâsE;pâsje;pâsE;pâsE;pâsE;pâse;;;;;pâsa;pâsô;pâse;pâs;pâsâ;;pâs6rE;pâs6rje;pâs6rE;pâs6rE;pâs6rE;pâsô;pâs;pâse;pâs;pâs;pâs;pâse;pâse;;pâse;;pâs;pâsje;pâs;;pâs
2530;percer;;;;;pErsEr;pErsa;;;;;;;;;;;pErsE;pErsE;pErse;;;;;;;;pErs;pErsâ;;;;;;;;pErs;pErse;;;pErs;pErse;pErse;pErse;pErse;;;;;;
2531;percevoir;;pErsy;;;pErsyr;pErsy;;;;;;pErs6vra;;pErs6vE;;pErs6vE;pErs6vE;pErs6vE;pErs6vwar;;;;;;;pErs6ve;pErswa;pErs6vâ;;;;;;;;pErswa;;pErswa;pErswav;pErswa;;;pErsy;pErsy;;pErswav;;;;pErswav
2532;percher;;;;;;;;;;;;;;;;;pErSE;pErSE;;;;;;;;;;;;;;;;;;;;;;pErS;;pErSe;pErSe;pErSe;;;;;;
2533;percuter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pErkyt;;pErkyt;;pErkyte;;pErkyte;;;;;;
2534;perdre;;pErdi;;;pErdir;pErdi;pErdrô;pErdrE;pErdre;pErdra;;pErdra;pErdjô;pErdE;pErdje;pErdE;pErdE;pErdE;pErdr;;;;;pErdi;pErdô;pErde;pEr;pErdâ;pErdriô;pErdrE;;;pErdrE;pErdrE;pErdô;pEr;pErde;pEr;pErd;pEr;pErdy;pErdy;pErdy;pErdy;;pErd;;pErd;;pErd
2535;perdurer;;;;;;;;;;;;;;;;;;;pErdyre;;;;;;;;;;;;;;;;;;;;pErdyr;;;;;;;;;;;
2536;perfectionner;;;;;;;;;;;;;;;;;;;pErfEksjOne;;;;;;;;;pErfEksjOnâ;;;;;;;;;;;;;;;pErfEksjOne;pErfEksjOne;;;;;;
2537;perforer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pErfOre;;;;;;
2538;perler;;;;;;;;;;;;;;;;;;pErlE;;;;;;;;;;;;;;;;;;;;;pErl;pErl;;;;pErle;;;;;;
